Region,ID,FIPS,Latitude,Longitude,LCPx,LCPy,UHII, DegHourDay 
Antioch,438,6013302005,37.9993,-121.7329,-105488.5,108978,3319.7, 18.2 
Antioch,439,6013302006,38.0134,-121.7178,-104168.4,110477.9,1819.9, 10.0 
Antioch,440,6013302007,37.9837,-121.7057,-103181.1,107257.8,3918, 21.5 
Antioch,441,6013302008,37.9872,-121.6703,-100147.6,107589,2599.1, 14.3 
Antioch,442,6013302009,37.9715,-121.7479,-106817.9,105996.3,6411.6, 35.2 
Antioch,443,6013302010,37.9837,-121.7305,-105309.6,107287.9,4745, 26.1 
Antioch,444,6013303102,37.9578,-121.7075,-103379.2,104456.1,5878.1, 32.3 
Antioch,445,6013303103,37.9366,-121.6661,-99866.3,102113.8,4509.3, 24.8 
Antioch,446,6013303201,37.9431,-121.7587,-107788.6,102937.3,8318.1, 45.7 
Antioch,447,6013303202,37.9422,-121.7148,-104034.2,102783.9,6741.6, 37.0 
Antioch,448,6013303203,37.9471,-121.7321,-105507.4,103336.7,7218.2, 39.7 
Antioch,449,6013303204,37.929,-121.7089,-103548,101341.7,6736.4, 37.0 
Antioch,450,6013303205,37.9109,-121.7021,-102996.3,99381.6,6397.6, 35.2 
Antioch,453,6013304003,37.9043,-121.5845,-92928.5,98522.8,3444.7, 18.9 
Antioch,454,6013304004,37.9014,-121.6092,-95046.9,98240.6,4251.6, 23.4 
Antioch,455,6013304005,37.9385,-121.606,-94719.4,102241.5,3444.9, 18.9 
Antioch,456,6013305000,38.0158,-121.8308,-113833.8,110900.4,4443.2, 24.4 
Antioch,457,6013306002,38.0091,-121.7681,-108483,110083.6,3391.2, 18.6 
Antioch,458,6013306003,38.0053,-121.7994,-111167.1,109719.2,4917.2, 27.0 
Antioch,459,6013306004,38.0086,-121.7859,-110001.6,110050.8,4003.4, 22.0 
Antioch,460,6013307101,37.9867,-121.8156,-112582.8,107723.8,7423, 40.8 
Antioch,461,6013307102,38.0005,-121.8156,-112558.7,109217.6,6046.8, 33.2 
Antioch,462,6013307201,38.0025,-121.8487,-115384.2,109488.6,6235.3, 34.3 
Antioch,463,6013307202,38.0037,-121.8278,-113597.6,109585.1,5839, 32.1 
Antioch,464,6013307204,37.9947,-121.8309,-113877,108615.2,6737.3, 37.0 
Antioch,465,6013307205,37.9908,-121.8378,-114476.5,108200.3,7175.1, 39.4 
Antioch,466,6013308001,37.9919,-121.7964,-110933.9,108261,6209, 34.1 
Antioch,467,6013308002,37.9887,-121.7666,-108385.8,107875.1,5489.4, 30.2 
Antioch,468,6013309000,38.0396,-121.8656,-116766.4,113519.3,2492.1, 13.7 
Antioch,469,6013310000,38.0265,-121.8916,-119015.9,112138.5,3914.9, 21.5 
Antioch,470,6013311000,38.0215,-121.8937,-119199.2,111598.6,3958, 21.7 
Antioch,471,6013312000,38.0151,-121.8695,-117138.7,110881.1,4787.9, 26.3 
Antioch,472,6013313101,38.0064,-121.8829,-118302.7,109958.9,5067.9, 27.8 
Antioch,473,6013313102,38.004,-121.8645,-116739.2,109671.5,5664.6, 31.1 
Antioch,475,6013313203,38.0094,-121.9234,-121759.8,110336.5,2840.5, 15.6 
Antioch,477,6013313205,38.0163,-121.9168,-121188.4,111075.4,2875.4, 15.8 
Antioch,478,6013313206,38.0139,-121.8995,-119706.7,110794.4,3894.6, 21.4 
Antioch,479,6013314102,38.0331,-121.9172,-121188.2,112888.2,2019.8, 11.1 
Antioch,480,6013314103,38.0389,-121.9446,-123518,113566.7,778, 4.3 
Antioch,481,6013314104,38.0232,-121.9443,-123523.5,111862,1653.6, 9.1 
Antioch,482,6013314200,38.048,-121.9727,-125904,114593.5,179.6, 1.0 
Antioch,574,6013355109,37.9763,-121.794,-110750.7,106572.3,7763.3, 42.7 
Antioch,575,6013355110,37.9679,-121.7693,-108652,105631.1,7430.1, 40.8 
Antioch,576,6013355111,37.9782,-121.7753,-109152.3,106751.2,6912.3, 38.0 
Bakersfield,967,6029000101,35.4412,-119.0512,128976.2,-168070.6,2727.3, 15.0 
Bakersfield,968,6029000102,35.4295,-119.0171,132038.4,-169291.3,4204.7, 23.1 
Bakersfield,969,6029000200,35.4163,-119.0361,130372,-170754.3,4352.4, 23.9 
Bakersfield,970,6029000300,35.4111,-119.0286,131043.7,-171308.3,4243.9, 23.3 
Bakersfield,971,6029000400,35.4055,-119.0334,130630.4,-171919.8,4141.4, 22.8 
Bakersfield,972,6029000503,35.43,-119.0986,124775.5,-169368.3,924.6, 5.1 
Bakersfield,973,6029000504,35.4177,-119.0737,127017.4,-170665.2,1800, 9.9 
Bakersfield,974,6029000505,35.407,-119.0834,126175.5,-171840.6,1615, 8.9 
Bakersfield,975,6029000506,35.3925,-119.0833,126211.4,-173422.7,1749.6, 9.6 
Bakersfield,976,6029000507,35.3875,-119.0631,128025,-173928.1,2493.8, 13.7 
Bakersfield,977,6029000600,35.3941,-119.0135,132424.6,-173131.1,4427.9, 24.3 
Bakersfield,978,6029000700,35.3976,-118.9954,134033.3,-172717.5,4504.3, 24.7 
Bakersfield,979,6029000800,35.4041,-118.976,135745.3,-171978.5,5058.3, 27.8 
Bakersfield,980,6029000902,35.4051,-118.9631,136889.4,-171854.8,5064.1, 27.8 
Bakersfield,981,6029000903,35.4035,-118.955,137613.6,-172016.2,4724.7, 26.0 
Bakersfield,982,6029000904,35.3895,-118.9584,137342.2,-173542.5,5590, 30.7 
Bakersfield,983,6029000905,35.3795,-118.9585,137354.1,-174628.7,5931.3, 32.6 
Bakersfield,984,6029000906,35.3797,-118.9407,138940.8,-174578.5,5344.3, 29.4 
Bakersfield,985,6029000907,35.3797,-118.923,140523.4,-174540.5,4589.9, 25.2 
Bakersfield,986,6029000908,35.4021,-118.9414,138831,-172141.4,4013.7, 22.1 
Bakersfield,987,6029000909,35.3899,-118.9394,139034.2,-173462.5,4645.8, 25.5 
Bakersfield,988,6029000910,35.4139,-118.9067,141897.5,-170799.7,3017.4, 16.6 
Bakersfield,989,6029001000,35.3588,-118.8776,144611.6,-176739.6,4084.2, 22.4 
Bakersfield,990,6029001101,35.3683,-118.9227,140572.7,-175785.5,4859.6, 26.7 
Bakersfield,991,6029001102,35.3703,-118.9403,138997.7,-175600.9,5779.3, 31.8 
Bakersfield,992,6029001103,35.3723,-118.9578,137433.8,-175405.1,6165.6, 33.9 
Bakersfield,993,6029001201,35.3874,-118.972,136133.8,-173787,5942, 32.6 
Bakersfield,994,6029001202,35.3771,-118.9754,135855.3,-174913.5,6159.9, 33.8 
Bakersfield,995,6029001300,35.3823,-118.9881,134711.8,-174375.4,5676.1, 31.2 
Bakersfield,996,6029001400,35.3923,-118.9847,134999.3,-173280.6,5285.9, 29.0 
Bakersfield,997,6029001500,35.3722,-118.9891,134644.2,-175468.7,6205.1, 34.1 
Bakersfield,998,6029001600,35.377,-119.0154,132288.3,-174993.8,5600.9, 30.8 
Bakersfield,999,6029001700,35.379,-119.0331,130707.1,-174809.8,5294.5, 29.1 
Bakersfield,1000,6029001801,35.3602,-119.0495,129289.3,-176879.7,4143.5, 22.8 
Bakersfield,1001,6029001802,35.3632,-119.0678,127648.4,-176580.1,2379.7, 13.1 
Bakersfield,1002,6029001901,35.3609,-119.0348,130598.8,-176783.3,5615.3, 30.9 
Bakersfield,1003,6029001902,35.3605,-119.0242,131543.5,-176806.6,5716.9, 31.4 
Bakersfield,1004,6029002000,35.3604,-119.011,132719.7,-176791.6,5852.8, 32.2 
Bakersfield,1005,6029002100,35.3604,-118.9986,133825.5,-176776.7,5852.6, 32.2 
Bakersfield,1006,6029002200,35.3613,-118.9879,134773.5,-176658.8,5641.3, 31.0 
Bakersfield,1007,6029002301,35.359,-118.9453,138579.3,-176830.3,4755.1, 26.1 
Bakersfield,1008,6029002302,35.3597,-118.9751,135916.5,-176804.9,5266.3, 28.9 
Bakersfield,1009,6029002400,35.3239,-118.9491,138314.5,-180664.2,2569.4, 14.1 
Bakersfield,1010,6029002500,35.3372,-118.992,134459,-179288.3,4553.2, 25.0 
Bakersfield,1011,6029002600,35.3457,-119.0118,132679.8,-178393.2,5696.7, 31.3 
Bakersfield,1012,6029002700,35.3461,-119.03,131053.4,-178376.6,5583.1, 30.7 
Bakersfield,1013,6029002804,35.345,-119.0678,127682.6,-178566,2622.3, 14.4 
Bakersfield,1014,6029002806,35.3502,-119.1058,124288.2,-178052,2032.9, 11.2 
Bakersfield,1015,6029002807,35.3458,-119.0826,126366.7,-178496.6,2340.9, 12.9 
Bakersfield,1016,6029002808,35.3308,-119.1013,124728.7,-180157.5,2213.8, 12.2 
Bakersfield,1017,6029002811,35.3372,-119.1202,123032.4,-179497,1696.4, 9.3 
Bakersfield,1018,6029002812,35.3505,-119.0504,129228.8,-177933.7,4111.8, 22.6 
Bakersfield,1019,6029002813,35.3431,-119.0506,129223.2,-178738.4,4023.4, 22.1 
Bakersfield,1020,6029002814,35.336,-119.0496,129324.9,-179516.3,3775, 20.7 
Bakersfield,1021,6029002815,35.3286,-119.0481,129473.3,-180311.3,3551.7, 19.5 
Bakersfield,1022,6029002816,35.3265,-119.0618,128259.4,-180569.4,2902.4, 15.9 
Bakersfield,1023,6029002817,35.3274,-119.0701,127511.1,-180481.7,2578.8, 14.2 
Bakersfield,1024,6029002818,35.3324,-119.0853,126154.3,-179965.7,2356.6, 12.9 
Bakersfield,1025,6029002819,35.323,-119.0824,126428.3,-180978.9,2466.6, 13.6 
Bakersfield,1026,6029002820,35.3181,-119.1187,123196.1,-181565.4,1509.3, 8.3 
Bakersfield,1027,6029002821,35.3163,-119.1021,124677.8,-181739,2167.1, 11.9 
Bakersfield,1028,6029002900,35.3323,-119.0303,131052.4,-179884.5,4479.4, 24.6 
Bakersfield,1029,6029003000,35.3322,-119.0121,132676.5,-179863.8,4623.3, 25.4 
Bakersfield,1030,6029003103,35.3096,-118.9946,134287.6,-182297.3,3355, 18.4 
Bakersfield,1031,6029003112,35.3174,-119.0464,129643.6,-181530.4,3275.3, 18.0 
Bakersfield,1032,6029003113,35.318,-119.0288,131214.5,-181439,3615.6, 19.9 
Bakersfield,1033,6029003114,35.3029,-119.0445,129845.1,-183104.7,3052.8, 16.8 
Bakersfield,1034,6029003115,35.3036,-119.0269,131412.8,-183002.4,3326.8, 18.3 
Bakersfield,1035,6029003121,35.3176,-119.0122,132701,-181448.3,3768.1, 20.7 
Bakersfield,1036,6029003122,35.3031,-119.0122,132730.6,-183027.1,3418.2, 18.8 
Bakersfield,1037,6029003123,35.305,-119.0988,125000.3,-182958.2,1747.4, 9.6 
Bakersfield,1038,6029003124,35.307,-119.0656,127957.4,-182687.5,2561.9, 14.1 
Bakersfield,1039,6029003202,35.2712,-119.0038,133537.3,-186489.3,2105.4, 11.6 
Bakersfield,1040,6029003203,35.351,-119.1515,120217.7,-178035,992.4, 5.5 
Bakersfield,1042,6029003205,35.2885,-119.0427,130034.9,-184670.7,2851.9, 15.7 
Bakersfield,1043,6029003206,35.2667,-119.0715,127509.6,-187085.8,1406.7, 7.7 
Bakersfield,1052,6029003803,35.4122,-119.1995,115827.3,-171454.1,84.8, 0.5 
Bakersfield,1053,6029003804,35.4157,-119.1368,121402,-170973.7,462.6, 2.5 
Bakersfield,1054,6029003805,35.4102,-119.12,122906.4,-171552,760.4, 4.2 
Bakersfield,1055,6029003806,35.4095,-119.1015,124560.6,-171598.9,1145.1, 6.3 
Bakersfield,1056,6029003807,35.3907,-119.1189,123044.4,-173665.8,1108.1, 6.1 
Bakersfield,1057,6029003808,35.3915,-119.1007,124664.9,-173559.1,1408.4, 7.7 
Bakersfield,1058,6029003809,35.3696,-119.2028,115604,-176093.4,216.7, 1.2 
Bakersfield,1059,6029003810,35.3763,-119.1367,121486.3,-175268.5,1222.1, 6.7 
Bakersfield,1060,6029003811,35.3762,-119.119,123059.6,-175248.1,1334.4, 7.3 
Bakersfield,1061,6029003812,35.3706,-119.1028,124514.7,-175833.8,1571.6, 8.6 
Bakersfield,1062,6029003813,35.3617,-119.1392,121289.5,-176857.5,1330.1, 7.3 
Bakersfield,1111,6029006301,35.2236,-118.8333,148861.9,-191364.7,3150.3, 17.3 
Bakersfield,1112,6029006303,35.2017,-118.8466,147728.5,-193775.9,3222.4, 17.7 
Bakersfield,1113,6029006304,35.2018,-118.8196,150138.5,-193710.2,5217.4, 28.7 
Bakersfield,1114,6029006401,35.2694,-118.9114,141788.5,-186524.2,1378.7, 7.6 
Bakersfield,1115,6029006403,35.2597,-118.9233,140753.4,-187604.3,1197, 6.6 
Bakersfield,1116,6029006404,35.2378,-118.9141,141614.4,-189965.5,1075.3, 5.9 
Coalinga,883,6019007901,36.1302,-120.2419,22740.6,-94317,730, 4.0 
Coalinga,885,6019008000,36.1572,-120.3729,11191.8,-91413.2,3406.6, 18.7 
Coalinga,886,6019008100,36.1417,-120.3512,13105,-93089.9,2510.5, 13.8 
Coalinga,1144,6031981800,35.9707,-120.1208,33486.8,-111598.4,4541.9, 25.0 
Davis,7489,6095253402,38.4434,-121.8186,-112025.9,157082.2,1535.6, 8.4 
Davis,7490,6095253403,38.4369,-121.8471,-114460.1,156422,903.8, 5.0 
Davis,7491,6095253404,38.4599,-121.8314,-113088.6,158884.4,1588, 8.7 
Davis,7996,6113010501,38.537,-121.7849,-108999.2,167148.7,1002.2, 5.5 
Davis,7998,6113010508,38.5534,-121.7957,-109891.5,168935.5,1435.7, 7.9 
Davis,7999,6113010509,38.5645,-121.751,-106077.6,170073,3528.3, 19.4 
Davis,8000,6113010510,38.5764,-121.7589,-106728.8,171373.6,2750.6, 15.1 
Davis,8001,6113010511,38.5578,-121.7797,-108526.3,169389.4,2030.8, 11.2 
Davis,8002,6113010512,38.5525,-121.7731,-107975,168805.2,1948.9, 10.7 
Davis,8003,6113010513,38.55,-121.7837,-108881.3,168552.2,1414, 7.8 
Davis,8004,6113010602,38.5483,-121.736,-104832.3,168302,2044, 11.2 
Davis,8005,6113010605,38.5582,-121.7035,-102063.2,169330.4,1744.9, 9.6 
Davis,8006,6113010606,38.5559,-121.722,-103632.2,169103.3,3029.1, 16.6 
Davis,8007,6113010607,38.5404,-121.7025,-102008.1,167410.1,907.3, 5.0 
Davis,8008,6113010608,38.5422,-121.7212,-103593.4,167622.5,1384, 7.6 
Davis,8009,6113010701,38.5512,-121.7458,-105662,168628.8,2548.9, 14.0 
Davis,8010,6113010703,38.5536,-121.7633,-107145.1,168915.6,2588.9, 14.2 
Davis,8011,6113010704,38.5537,-121.7556,-106485,168911.7,3051.6, 16.8 
Davis,8012,6113010800,38.6846,-121.7607,-106697.9,183056.2,4780, 26.3 
Davis,8013,6113010901,38.6884,-121.7885,-109047.9,183506.7,5119.6, 28.1 
Davis,8014,6113010902,38.6812,-121.7886,-109064.7,182725.1,5704, 31.3 
Davis,8015,6113011001,38.6732,-121.7897,-109174.4,181864.5,6432, 35.3 
Davis,8016,6113011002,38.6662,-121.7872,-108975.3,181103.4,5998.6, 33.0 
Davis,8017,6113011101,38.6702,-121.7702,-107524.2,181509.8,6295.8, 34.6 
Davis,8018,6113011102,38.6702,-121.7609,-106740.5,181495.6,6105.3, 33.5 
Davis,8019,6113011103,38.67,-121.7517,-105958.2,181465.2,5282.5, 29.0 
Davis,8020,6113011203,38.6595,-121.7936,-109523.6,180384.4,4855.8, 26.7 
Davis,8021,6113011204,38.6592,-121.7658,-107176.8,180322.7,4343.7, 23.9 
Davis,8022,6113011205,38.67,-121.7378,-104784.3,181447.2,3808.7, 20.9 
Davis,8023,6113011206,38.6661,-121.7508,-105893.5,181048.9,4665.2, 25.6 
East_Bay,1,6001400100,37.8675,-122.2318,-148474.6,95523.3,6006.7, 33.0 
East_Bay,2,6001400200,37.8482,-122.2495,-150035,93461.5,3442.2, 18.9 
East_Bay,3,6001400300,37.8406,-122.2544,-150476.8,92647.8,3088.6, 17.0 
East_Bay,4,6001400400,37.848,-122.2575,-150724.6,93459.6,2602.1, 14.3 
East_Bay,5,6001400500,37.8485,-122.2648,-151347.4,93529.3,1965.9, 10.8 
East_Bay,6,6001400600,37.842,-122.2648,-151367.5,92822.8,2127.7, 11.7 
East_Bay,7,6001400700,37.8418,-122.2723,-152006.7,92814.3,1431.1, 7.9 
East_Bay,8,6001400800,37.8454,-122.2833,-152943.5,93226.3,650.5, 3.6 
East_Bay,9,6001400900,37.8394,-122.2802,-152691.6,92573.3,934.6, 5.1 
East_Bay,10,6001401000,37.8312,-122.272,-152004.1,91667.5,1949.8, 10.7 
East_Bay,11,6001401100,37.8305,-122.2638,-151305.6,91578.1,2697.1, 14.8 
East_Bay,12,6001401200,37.8306,-122.2579,-150798.4,91575.9,3148.2, 17.3 
East_Bay,13,6001401300,37.8181,-122.2666,-151579.1,90242,2830.3, 15.6 
East_Bay,14,6001401400,37.8207,-122.2733,-152145.6,90537,2125.1, 11.7 
East_Bay,15,6001401500,37.8229,-122.2806,-152761.5,90789.6,1499, 8.2 
East_Bay,16,6001401600,37.8174,-122.2814,-152849.3,90191.6,1563.1, 8.6 
East_Bay,17,6001401700,37.8193,-122.3036,-154744.7,90442.8,393, 2.2 
East_Bay,18,6001401800,37.8095,-122.2982,-154307.8,89374.1,790.7, 4.3 
East_Bay,19,6001402200,37.8066,-122.2962,-154143,89053,982.1, 5.4 
East_Bay,20,6001402400,37.812,-122.2824,-152947,89616.6,1667.1, 9.2 
East_Bay,21,6001402500,37.8057,-122.2847,-153160.2,88940.6,1764.2, 9.7 
East_Bay,22,6001402600,37.8043,-122.2799,-152750.4,88772,2221.2, 12.2 
East_Bay,23,6001402700,37.8104,-122.277,-152483,89427.7,2176.6, 12.0 
East_Bay,24,6001402800,37.8087,-122.2715,-152015.2,89238.1,2744.7, 15.1 
East_Bay,25,6001402900,37.8071,-122.2668,-151616.1,89056.1,3262.8, 17.9 
East_Bay,26,6001403000,37.8005,-122.2707,-151968,88349.3,3057.1, 16.8 
East_Bay,27,6001403100,37.8023,-122.2755,-152372.4,88554.5,2706.8, 14.9 
East_Bay,28,6001403300,37.795,-122.2661,-151582.8,87745.6,3202, 17.6 
East_Bay,29,6001403400,37.8046,-122.259,-150951.4,88767.5,3900.1, 21.4 
East_Bay,30,6001403501,37.8177,-122.2601,-151016.1,90185.6,3322.3, 18.3 
East_Bay,31,6001403502,37.816,-122.2569,-150748.7,89993.1,3602.8, 19.8 
East_Bay,32,6001403600,37.8135,-122.2535,-150459.8,89722.4,3931.5, 21.6 
East_Bay,33,6001403701,37.8112,-122.2586,-150908.2,89481.1,3649.2, 20.1 
East_Bay,34,6001403702,37.8096,-122.252,-150346.4,89290.4,4163.6, 22.9 
East_Bay,35,6001403800,37.8148,-122.2416,-149436.1,89842,4815.7, 26.5 
East_Bay,36,6001403900,37.8172,-122.2487,-150041.5,90108.2,4194.3, 23.0 
East_Bay,37,6001404000,37.8233,-122.2537,-150455,90776.9,3646.7, 20.0 
East_Bay,38,6001404101,37.8301,-122.2497,-150100.3,91505,3859.1, 21.2 
East_Bay,39,6001404102,37.826,-122.2511,-150226.4,91062.7,3807.5, 20.9 
East_Bay,40,6001404200,37.8361,-122.2344,-148769.9,92129.4,5293.7, 29.1 
East_Bay,41,6001404300,37.8455,-122.238,-149059.2,93155.1,4848.1, 26.6 
East_Bay,42,6001404400,37.8462,-122.215,-147079.3,93185.2,8215, 45.1 
East_Bay,43,6001404501,37.8263,-122.2158,-147198,91038.2,7695.4, 42.3 
East_Bay,44,6001404502,37.8345,-122.2026,-146045.7,91897.8,9890.8, 54.3 
East_Bay,45,6001404600,37.8198,-122.191,-145089.3,90283.3,10268, 56.4 
East_Bay,46,6001404700,37.8133,-122.207,-146470.3,89616.3,8289.3, 45.5 
East_Bay,47,6001404800,37.8056,-122.2132,-147023.8,88787.7,7362.7, 40.5 
East_Bay,48,6001404900,37.8041,-122.2216,-147743.3,88641,6580.5, 36.2 
East_Bay,49,6001405000,37.8083,-122.2275,-148244.7,89110.1,6046.3, 33.2 
East_Bay,50,6001405100,37.8115,-122.2322,-148636,89460.2,5605.9, 30.8 
East_Bay,51,6001405200,37.8053,-122.2434,-149616.8,88811.8,4892.9, 26.9 
East_Bay,52,6001405301,37.8021,-122.2513,-150300.2,88478.8,4460, 24.5 
East_Bay,53,6001405302,37.7985,-122.2542,-150559.8,88097.8,4120.4, 22.6 
East_Bay,54,6001405401,37.7965,-122.2495,-150154.5,87876.1,4338.2, 23.8 
East_Bay,55,6001405402,37.7933,-122.2461,-149873.2,87523.7,4432.7, 24.4 
East_Bay,56,6001405500,37.7983,-122.2432,-149617.3,88054.7,4816.6, 26.5 
East_Bay,57,6001405600,37.8008,-122.2372,-149097,88317,5305.5, 29.2 
East_Bay,58,6001405700,37.7982,-122.2297,-148452.8,88025.1,5726.8, 31.5 
East_Bay,59,6001405800,37.794,-122.2331,-148755.4,87568.1,5342.4, 29.4 
East_Bay,60,6001405901,37.7878,-122.2358,-149001.6,86906.7,4951.4, 27.2 
East_Bay,61,6001405902,37.791,-122.2409,-149437.1,87258.1,4695.4, 25.8 
East_Bay,62,6001406000,37.787,-122.2495,-150182.1,86849.5,3958.8, 21.8 
East_Bay,63,6001406100,37.7739,-122.2278,-148346.6,85390.3,4813.9, 26.5 
East_Bay,64,6001406201,37.7851,-122.2307,-148575.1,86601.3,5233.1, 28.8 
East_Bay,65,6001406202,37.782,-122.2266,-148225,86260.4,5443.2, 29.9 
East_Bay,66,6001406300,37.7893,-122.225,-148075.4,87050.1,5789, 31.8 
East_Bay,67,6001406400,37.7956,-122.2219,-147791,87722.3,6258.2, 34.4 
East_Bay,68,6001406500,37.7881,-122.217,-147389.7,86902.2,6350.7, 34.9 
East_Bay,69,6001406601,37.7936,-122.2079,-146598.3,87484,7296.3, 40.1 
East_Bay,70,6001406602,37.7965,-122.2143,-147137.4,87805.1,6909.8, 38.0 
East_Bay,71,6001406700,37.8033,-122.2022,-146084.3,88523.1,8251.3, 45.3 
East_Bay,72,6001406800,37.7979,-122.1949,-145469.1,87928.8,8575, 47.1 
East_Bay,73,6001406900,37.7933,-122.1904,-145091.6,87416.4,8611.9, 47.3 
East_Bay,74,6001407000,37.788,-122.2025,-146142.8,86863.1,7454.9, 41.0 
East_Bay,75,6001407101,37.7831,-122.2144,-147177.5,86361.8,6351.6, 34.9 
East_Bay,76,6001407102,37.7808,-122.2103,-146826.6,86102.2,6556.8, 36.0 
East_Bay,77,6001407200,37.7778,-122.2193,-147611.9,85793.7,5814.9, 32.0 
East_Bay,78,6001407300,37.7633,-122.2119,-147009.8,84216,3128.2, 17.2 
East_Bay,79,6001407400,37.771,-122.2067,-146549.1,85037.6,5508.5, 30.3 
East_Bay,80,6001407500,37.7695,-122.1976,-145769.4,84856.4,5997.2, 33.0 
East_Bay,81,6001407600,37.7775,-122.2032,-146229.7,85735.4,6909.9, 38.0 
East_Bay,82,6001407700,37.7765,-122.1932,-145372,85608.6,7560.6, 41.5 
East_Bay,83,6001407800,37.7817,-122.1866,-144793.4,86160,8287.9, 45.5 
East_Bay,84,6001407900,37.7884,-122.1848,-144623.7,86880.3,8735.5, 48.0 
East_Bay,85,6001408000,37.803,-122.1829,-144431.5,88451.1,9561.4, 52.5 
East_Bay,86,6001408100,37.7853,-122.1573,-142273.4,86492.5,10524.6, 57.8 
East_Bay,87,6001408200,37.7751,-122.1756,-143862.2,85424.7,8709.8, 47.9 
East_Bay,88,6001408300,37.7711,-122.1645,-142921.7,84967.7,9039, 49.7 
East_Bay,89,6001408400,37.7646,-122.171,-143490,84279.6,7620.6, 41.9 
East_Bay,90,6001408500,37.7604,-122.1785,-144148,83839.9,6278.2, 34.5 
East_Bay,91,6001408600,37.7662,-122.1823,-144460,84474.1,6793.2, 37.3 
East_Bay,92,6001408700,37.7689,-122.1889,-145023,84775.1,6653.6, 36.6 
East_Bay,93,6001408800,37.7588,-122.197,-145735.8,83699,4072.8, 22.4 
East_Bay,94,6001408900,37.7542,-122.1888,-145043.3,83187.6,4287.6, 23.6 
East_Bay,95,6001409000,37.7283,-122.2118,-147078.1,80423.8,409.6, 2.3 
East_Bay,96,6001409100,37.7323,-122.1835,-144638.6,80814.1,3043, 16.7 
East_Bay,97,6001409200,37.7291,-122.1778,-144157.1,80455.1,3471.4, 19.1 
East_Bay,98,6001409300,37.7378,-122.1733,-143755,81386.6,4507.9, 24.8 
East_Bay,99,6001409400,37.7446,-122.1804,-144345.1,82132.8,4106.9, 22.6 
East_Bay,100,6001409500,37.7504,-122.1838,-144628.5,82769.7,4267.7, 23.4 
East_Bay,101,6001409600,37.7533,-122.1726,-143659.3,83055.8,5926.1, 32.6 
East_Bay,102,6001409700,37.7563,-122.1659,-143078.8,83376.3,7087.5, 38.9 
East_Bay,103,6001409800,37.7604,-122.1558,-142201.5,83797,8546.9, 47.0 
East_Bay,104,6001409900,37.762,-122.1354,-140441.5,83937,10250.1, 56.3 
East_Bay,105,6001410000,37.7441,-122.1321,-140201.1,81991,8739.1, 48.0 
East_Bay,106,6001410100,37.7479,-122.1535,-142031,82440.3,7382.4, 40.6 
East_Bay,107,6001410200,37.7453,-122.1572,-142348.9,82168.3,6959.9, 38.2 
East_Bay,108,6001410300,37.7467,-122.1661,-143116.7,82331.8,5986.7, 32.9 
East_Bay,109,6001410400,37.7408,-122.1622,-142790.4,81690.9,6104.5, 33.5 
East_Bay,110,6001410500,37.81,-122.2889,-153510.1,89411.1,1283.7, 7.1 
East_Bay,111,6001420100,37.8948,-122.2909,-153477.1,98583.2,847.4, 4.7 
East_Bay,112,6001420200,37.8945,-122.2974,-154034.2,98560.1,664.3, 3.7 
East_Bay,113,6001420300,37.8924,-122.3072,-154877.1,98359.1,429.8, 2.4 
East_Bay,114,6001420400,37.8857,-122.3089,-155034.8,97632.7,321.9, 1.8 
East_Bay,115,6001420500,37.8866,-122.295,-153841.3,97705.4,600, 3.3 
East_Bay,116,6001420600,37.887,-122.2871,-153165.8,97735.4,864.1, 4.7 
East_Bay,117,6001421100,37.8994,-122.2662,-151345.4,99031.9,2333.3, 12.8 
East_Bay,118,6001421200,37.8974,-122.2747,-152078.6,98828.1,1685.7, 9.3 
East_Bay,119,6001421300,37.8911,-122.2813,-152659.6,98162,1195.1, 6.6 
East_Bay,120,6001421400,37.8884,-122.2709,-151773.7,97850.4,1809.6, 9.9 
East_Bay,121,6001421500,37.8917,-122.2595,-150792,98190.9,2836.6, 15.6 
East_Bay,122,6001421600,37.884,-122.2559,-150496.8,97345.8,3113.3, 17.1 
East_Bay,123,6001421700,37.882,-122.2701,-151726.5,97155.9,1766.4, 9.7 
East_Bay,124,6001421800,37.8803,-122.2782,-152417.9,96992.5,1171.6, 6.4 
East_Bay,125,6001421900,37.8794,-122.2896,-153397,96918.8,614.5, 3.4 
East_Bay,126,6001422000,37.866,-122.3028,-154560.1,95491.2,184.6, 1.0 
East_Bay,127,6001422100,37.8733,-122.2966,-154010,96272.8,339.3, 1.9 
East_Bay,128,6001422200,37.8729,-122.2878,-153261.1,96206.3,554.1, 3.0 
East_Bay,129,6001422300,37.8741,-122.2779,-152410.7,96316.4,1040.5, 5.7 
East_Bay,130,6001422400,37.8753,-122.2696,-151694,96428.4,1679.1, 9.2 
East_Bay,131,6001422500,37.8773,-122.2604,-150902,96632.9,2505.3, 13.8 
East_Bay,132,6001422600,37.8738,-122.2545,-150402.5,96237.8,3059.2, 16.8 
East_Bay,133,6001422700,37.868,-122.2493,-149973.1,95601.6,3553.5, 19.5 
East_Bay,134,6001422800,37.8668,-122.2599,-150888.7,95492.5,2366.5, 13.0 
East_Bay,135,6001422900,37.8679,-122.2692,-151681.5,95628.6,1582.1, 8.7 
East_Bay,136,6001423000,37.8668,-122.2771,-152360.4,95532.7,950.1, 5.2 
East_Bay,137,6001423100,37.8658,-122.2863,-153150.2,95436.1,510.7, 2.8 
